GENOME	metH'	cbp	bmt	mttB	gbcAB	Cob_syn_75_perc	mttB-cbp-metH'	domain	phylum	class	order	family	genus	species
RSGB23-1_GCF-001854065-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter pacificensis
RSGB23-1_GCF-001857945-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus crassostreae
RSGB23-1_GCF-001856665-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	LPB0142	LPB0142 sp001856665
RSGB23-1_GCF-001880285-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UJ101	UJ101	UJ101 sp001880285
RSGB23-1_GCF-001886735-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter alexandrii
RSGB23-1_GCF-001889165-V1_GENO_10000001	1	1	1	0	0	1	0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus weihaiensis
RSGB23-1_GCF-001887715-V1_GENO_10000001	1	1	1	0	0	0	0	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea acetylenica
RSGB23-1_GCF-001886815-V1_GENO_10000001	1	1	1	0	0	0	0	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	Caldithrix abyssi
RSGB23-1_GCF-001886615-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas aestuarii
RSGB23-1_GCF-001886475-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas hispanica
RSGB23-1_GCF-001889045-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum_A	Tenacibaculum_A todarodis
RSGB23-1_GCF-001889005-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella salexigens
RSGB23-1_GCF-001886695-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteraurantiacibacter	Alteraurantiacibacter gangjinensis
RSGB23-1_GCF-001889025-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	Sphingorhabdus_B lutea
RSGB23-1_GCF-001889605-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aquibium	Aquibium oceanicum
RSGB23-1_GCF-001895265-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Francisellales	Francisellaceae	Francisella	Francisella uliginis
RSGB23-1_GCF-001908835-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivivens	Marivivens geojensis
RSGB23-1_GCF-001932535-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Thalassolituus	Thalassolituus oleivorans
RSGB23-1_GCF-001932675-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter agarivorans
RSGB23-1_GCF-001938665-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis
RSGB23-1_GCF-001941385-V1_GENO_10000001	1	1	1	0	0	1	0	Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	Thermosipho melanesiensis
RSGB23-1_GCF-001941505-V1_GENO_10000001	1	0	1	0	0	1	0	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium sphenisci
RSGB23-1_GCF-001941645-V1_GENO_10000001	1	1	1	0	1	0	0	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Actinoalloteichus	Actinoalloteichus fjordicus
RSGB23-1_GCF-001941525-V1_GENO_10000001	0	1	1	0	0	0	0	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	Marinitoga piezophila
RSGB23-1_GCF-001941605-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica
RSGB23-1_GCF-001941565-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium phocae
RSGB23-1_GCF-001951155-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella flava
RSGB23-1_GCF-001969365-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria	Tateyamaria omphalii_A
RSGB23-1_GCF-001969345-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens
RSGB23-1_GCF-001956985-V1_GENO_10000001	1	1	1	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Paludisphaera	Paludisphaera borealis
RSGB23-1_GCF-001971745-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix venerupis
RSGB23-1_GCF-001975705-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salipiger	Salipiger abyssi
RSGB23-1_GCF-001975665-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter reichenbachii
RSGB23-1_GCF-001983425-V1_GENO_10000001	1	0	1	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Thalassospiraceae	Thalassospira	Thalassospira tepidiphila
RSGB23-1_GCF-001998865-V1_GENO_10000001	1	0	0	0	0	1	0	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Arachnia	Arachnia flavescens
RSGB23-1_GCF-001997345-V1_GENO_10000001	1	0	1	0	0	1	0	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Arachnia	Arachnia aquimaris
RSGB23-1_GCF-001999225-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas aliena
RSGB23-1_GCF-001999945-V1_GENO_10000001	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Microbulbifer	Microbulbifer agarilyticus_A
RSGB23-1_GCF-002005305-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella psychrophila
RSGB23-1_GCF-002009425-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	41T-STBD-0c-01a	41T-STBD-0c-01a sp002009425
RSGB23-1_GCF-002027345-V1_GENO_10000001	1	0	1	0	0	1	0	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Raphidiopsis	Raphidiopsis brookii
RSGB23-1_GCF-002028455-V1_GENO_10000001	1	0	0	0	1	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	Zoogloea sp002028455
RSGB23-1_GCF-002072955-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methyloprofundus	Methyloprofundus sedimenti
RSGB23-1_GCF-002072815-V1_GENO_10000001	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alloalcanivorax	Alloalcanivorax xenomutans
RSGB23-1_GCF-002073975-V1_GENO_10000001	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	Rhodovulum sp002073975
RSGB23-1_GCF-002074055-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Frondihabitans	Frondihabitans sp002074055
RSGB23-1_GCF-002075795-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella japonica
RSGB23-1_GCF-002079305-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	Rhodovulum sp002079305
RSGB23-1_GCF-002080415-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius mucosus_A
RSGB23-1_GCF-002081495-V1_GENO_10000001	1	1	1	0	1	1	0	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001184025
RSGB23-1_GCF-002078605-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter sediminis
RSGB23-1_GCF-002088975-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Henriciella aquimarina
RSGB23-1_GCF-002087085-V1_GENO_10000001	1	1	1	0	0	0	0	Bacteria	Spirochaetota	Spirochaetia	JC444	Marispirochaetaceae	Marispirochaeta	Marispirochaeta aestuarii
RSGB23-1_GCF-002088235-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Oceanococcaceae	Oceanococcus	Oceanococcus atlanticus
RSGB23-1_GCF-002094885-V1_GENO_10000001	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salibaculum	Salibaculum halophilum
RSGB23-1_GCF-002097535-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacillota	Bacilli	Bacillales_D	Halobacillaceae	Halobacillus	Halobacillus mangrovi
RSGB23-1_GCF-002101785-V1_GENO_10000001	1	1	1	0	1	1	0	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium palustre
RSGB23-1_GCF-002104515-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Cognaticolwellia	Cognaticolwellia polaris
RSGB23-1_GCF-002101995-V1_GENO_10000001	1	0	0	0	1	1	0	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium fallax
RSGB23-1_GCF-002105555-V1_GENO_10000001	1	0	0	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus contaminans
RSGB23-1_GCF-002105285-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea	Planktotalea arctica
RSGB23-1_GCF-002105465-V1_GENO_10000001	1	1	1	0	1	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	TH1-2	Aquidulcibacter	Aquidulcibacter paucihalophilus
RSGB23-1_GCF-002109495-V1_GENO_10000001	1	1	0	0	0	0	0	Bacteria	Pseudomonadota	Magnetococcia	Magnetococcales	Magnetococcaceae	Magnetofaba	Magnetofaba australis
RSGB23-1_GCF-002110465-V1_GENO_10000001	1	0	1	0	0	1	0	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae_A	Rippkaea	Rippkaea sp002110465
RSGB23-1_GCF-002117105-V1_GENO_10000001	1	1	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-21967	Oceanicoccus	Oceanicoccus sagamiensis
RSGB23-1_GCF-002115745-V1_GENO_10000001	1	0	1	0	0	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Thalassospiraceae	Thalassospira	Thalassospira alkalitolerans
RSGB23-1_GCF-002115805-V1_GENO_10000001	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita	Marivita geojedonensis
RSGB23-1_GCF-002115785-V1_GENO_10000001	1	0	1	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Thalassospiraceae	Thalassospira	Thalassospira sp002115785
RSGB23-1_GCF-002115755-V1_GENO_10000001	1	0	1	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Thalassospiraceae	Thalassospira	Thalassospira mesophila
RSGB23-1_GCF-002115825-V1_GENO_10000001	1	0	1	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Thalassospiraceae	Thalassospira	Thalassospira sp002115825
RSGB23-1_GCF-002117085-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens tegetincola
RSGB23-1_GCF-002117125-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens spongiae
RSGB23-1_GCF-002119405-V1_GENO_10000001	0	0	1	0	0	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Meridianimarinicoccus	Meridianimarinicoccus sp002119405
RSGB23-1_GCF-002119765-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	Pseudorhodoplanes sinuspersici
RSGB23-1_GCF-002120225-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum holothuriorum
RSGB23-1_GCF-002128305-V1_GENO_10000001	1	1	1	0	0	1	0	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces marincola
RSGB23-1_GCF-002150005-V2_GENO_10000001	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivivens	Marivivens niveibacter
RSGB23-1_GCF-002148795-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Oceanibaculales	Oceanibaculaceae	Oceanibaculum	Oceanibaculum nanhaiense
RSGB23-1_GCF-002155105-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Trichococcus	Trichococcus shcherbakoviae
RSGB23-1_GCF-002155695-V1_GENO_10000001	1	1	1	0	1	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter tepidarius
RSGB23-1_GCF-002157225-V2_GENO_10000001	1	0	1	0	0	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agarilytica	Agarilytica rhodophyticola
RSGB23-1_GCF-002157205-V1_GENO_10000001	1	0	1	0	1	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Kushneria	Kushneria marisflavi
RSGB23-1_GCF-002158905-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia	Yoonia vestfoldensis_B
RSGB23-1_GCF-002157895-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Oceanisphaera	Oceanisphaera profunda
RSGB23-1_GCF-002162375-V1_GENO_10000001	1	0	0	0	1	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Oleiphilus	Oleiphilus messinensis
RSGB23-1_GCF-002165575-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp002165575
RSGB23-1_GCF-002172675-V1_GENO_10000001	1	1	1	0	1	1	0	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae_A	Crocosphaera	Crocosphaera sp002172675
RSGB23-1_GCF-002179555-V1_GENO_10000001	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Salinicola	Salinicola salarius_A
RSGB23-1_GCF-002179165-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_D	Campylobacter_D jejuni_B
RSGB23-1_GCF-002189065-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methyloprofundus	Methyloprofundus sp002189065
RSGB23-1_GCF-002192415-V1_GENO_10000001	1	1	1	0	0	1	0	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus donghaensis
RSGB23-1_GCF-002192535-V1_GENO_10000001	1	1	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter hirudinilacicola
RSGB23-1_GCF-002196515-V1_GENO_10000001	1	0	1	0	1	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio gazogenes_A
RSGB23-1_GCF-002205645-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Mitsuaria	Mitsuaria aquatilis
RSGB23-1_GCF-002205845-V1_GENO_10000001	1	1	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pelomonas	Pelomonas puraquae
RSGB23-1_GCF-002206625-V1_GENO_10000001	1	1	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter campilacus
RSGB23-1_GCF-002206635-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter aenigmaticus
RSGB23-1_GCF-002207765-V1_GENO_10000001	1	1	0	0	0	1	0	Bacteria	Bacillota_B	Moorellia	Calderihabitantales	Calderihabitantaceae	Calderihabitans	Calderihabitans maritimus
RSGB23-1_GCF-002210105-V1_GENO_10000001	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	Pseudooceanicola sp002210105
RSGB23-1_GCF-002208135-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas piscicida_A
RSGB23-1_GCF-002210225-V1_GENO_10000001	1	0	0	0	0	1	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Geofilum	Geofilum rhodophaeum
RSGB23-1_GCF-002211145-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Pacificimonas	Pacificimonas aurantium
RSGB23-1_GCF-002213105-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Cobetia	Cobetia crustatorum
RSGB23-1_GCF-002214395-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio rotiferianus
RSGB23-1_GCF-002216855-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Paraphotobacterium	Paraphotobacterium marinum
RSGB23-1_GCF-002217285-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium hercynium
RSGB23-1_GCF-002221525-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas espejiana
RSGB23-1_GCF-002218065-V1_GENO_10000001	1	0	1	0	0	1	0	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia	Nodularia sp002218065
RSGB23-1_GCF-002217435-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium reichenbachii
RSGB23-1_GCF-002222635-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudosulfitobacter	Pseudosulfitobacter pseudonitzschiae_A
RSGB23-1_GCF-002224225-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter cosmopolitanus
RSGB23-1_GCF-002234495-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter algicola
RSGB23-1_GCF-002237775-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacillota	Bacilli	Bacillales_B	Domibacillaceae	Domibacillus	Domibacillus enclensis
RSGB23-1_GCF-002237815-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	Cohnella sp003001675
RSGB23-1_GCF-002240205-V1_GENO_10000001	1	1	0	0	0	1	0	Bacteria	Bacteroidota	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobium_A	Chlorobium_A sp002240205
RSGB23-1_GCF-002237615-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	Qipengyuania flava
RSGB23-1_GCF-002237555-V1_GENO_10000001	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Antarctobacter	Antarctobacter heliothermus_B
RSGB23-1_GCF-002240355-V1_GENO_10000001	1	1	1	0	1	1	0	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Prauserella_A	Prauserella_A marina
RSGB23-1_GCF-002238045-V1_GENO_10000001	1	0	1	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Notoacmeibacter	Notoacmeibacter marinus
RSGB23-1_GCF-002237535-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Bacterioplanes	Bacterioplanes sanyensis_A
RSGB23-1_GCF-002242735-V1_GENO_10000001	1	1	1	0	0	1	0	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces microflavus
RSGB23-1_GCF-002245495-V1_GENO_10000001	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Oceanimonas	Oceanimonas baumannii
RSGB23-1_GCF-002243625-V1_GENO_10000001	1	0	1	0	0	0	0	Bacteria	Bacillota	Bacilli	Bacillales	Aeribacillaceae	Aeribacillus	Aeribacillus composti
RSGB23-1_GCF-002250505-V1_GENO_10000001	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Janthinobacterium	Janthinobacterium sp002250505
RSGB23-1_GCF-002251635-V1_GENO_10000001	1	0	1	0	1	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E mandelii_B
RSGB23-1_GCF-002252445-V1_GENO_10000001	1	0	0	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum_A	Ochrobactrum_A thiophenivorans
RSGB23-1_GCF-002252635-V1_GENO_10000001	1	0	1	0	0	1	0	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	MW101C3	MW101C3 sp002252635
RSGB23-1_GCF-002252625-V1_GENO_10000001	1	0	1	0	1	1	0	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	WH-5701	WH-5701 sp002252625
RSGB23-1_GCF-002257665-V1_GENO_10000001	1	1	0	0	1	0	0	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rubricoccaceae	Rubricoccus	Rubricoccus marinus
RSGB23-1_GCF-002261065-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Zooshikellaceae	Zooshikella	Zooshikella ganghwensis
RSGB23-1_GCF-002266285-V1_GENO_10000001	1	1	1	0	0	0	0	Bacteria	Bacillota	Bacilli	Bacillales_D	Amphibacillaceae	Virgibacillus_G	Virgibacillus_G indicus
RSGB23-1_GCF-002265265-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium sanguinicancri
RSGB23-1_GCF-002266855-V1_GENO_10000001	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella aurantia
